001517	Intel
00152A	Nokia
001530	DELL
00155D	Microsoft
001560	HP
001599	Samsung
0015A0	Nokia
0015B7	Toshiba
0015B9	Samsung
0015C1	SONY
0015C5	DELL
0015DE	Nokia
0015E9	D-Link
0015EB	ZTE
0015F2	ASUS
001617	MSI
001620	SONY
001632	Samsung
001635	HP
00164E	Nokia
001656	Nintendo
00166B	Samsung
00166C	Samsung
00166F	Intel
001676	Intel
00167A	Skyworth
0016B8	SONY
0016BC	Nokia
0016CB	Apple
0016DB	Samsung
0016EA	Intel
0016EB	Intel
0016F0	DELL
001708	HP
001731	ASUS
001735	Intel
001742	Fujitsu
00174B	Nokia
001783	TI
001788	Philips
00179A	D-Link
0017A4	HP
0017AB	Nintendo
0017B0	Nokia
0017C9	Samsung
0017D5	Samsung
0017E3	TI
0017E4	TI
0017E5	TI
0017E6	TI
0017E7	TI
0017E8	TI
0017E9	TI
0017EA	TI
0017EB	TI
0017EC	TI
0017EF	IBM
0017F2	Apple
0017FA	Microsoft
00180F	Nokia
001813	SONY
00182F	TI
001830	TI
001831	TI
001832	TI
001833	TI
001834	TI
001842	Nokia
00184D	NETGEAR
001865	Siemens
001871	HP
001882	Huawei
001885	Motorola
00188B	DELL
00188D	Nokia
0018AF	Samsung
0018B1	IBM
0018C5	Nokia
0018D1	Siemens
0018DE	Intel
0018F3	ASUS
0018FE	HP
00191D	Nintendo
001928	Siemens
00192D	Nokia
00194F	Nokia
00195B	D-Link
001963	SONY
001979	Nokia
001981	vivo
001987	Panasonic
00198F	Nokia
001999	Fujitsu
0019A1	LG
0019B7	Nokia
0019B9	DELL
0019BB	HP
0019C5	SONY
0019C6	ZTE
0019D1	Intel
0019D2	Intel
0019DB	MSI
0019E0	TP-LINK
0019E3	Apple
0019FD	Nintendo
001A11	Google
001A16	Nokia
001A1E	Aruba
001A4B	HP
001A64	IBM
001A75	SONY
001A80	SONY
001A83	ASUS
001A89	Nokia
001A8A	Samsung
001A92	ASUS
001A9A	Skyworth
001AA0	DELL
001AB6	TI
001ADC	Nokia
001AE9	Nintendo
001B11	D-Link
001B1B	Siemens
001B21	Intel
001B2F	NETGEAR
001B33	Nokia
001B59	SONY
001B63	Apple
001B77	Intel
001B78	HP
001B7A	Nintendo
001B98	Samsung
001BAF	Nokia
001BC500A	Mercury
001BC5023	DELL
001BC5070	Siemens
001BD3	Panasonic
001BE9	Broadcom
001BEA	Nintendo
001BEE	Nokia
001BFC	ASUS
001C06	Siemens
001C23	DELL
001C35	Nokia
001C43	Samsung
001C50	TCL
001C62	LG
001C7E	Toshiba
001C9A	Nokia
001CA4	SONY
001CB3	Apple
001CBE	Nintendo
001CBF	Intel
001CC0	Intel
001CC4	HP
001CD4	Nokia
001CD6	Nokia
001CF0	D-Link
001D09	DELL
001D0D	SONY
001D0F	TP-LINK
001D25	Samsung
001D28	SONY
001D3B	Nokia
001D40	Intel
001D4F	Apple
001D60	ASUS
001D6E	Nokia
001D92	MSI
001D98	Nokia
001DBA	SONY
001DBC	Nintendo
001DD8	Microsoft
001DE0	Intel
001DE1	Intel
001DE9	Nokia
001DF6	Samsung
001DFB	TCL
001DFD	Nokia
001E0B	HP
001E10	Huawei
001E2A	NETGEAR
001E35	Nintendo
001E3A	Nokia
001E3B	Nokia
001E45	SONY
001E4F	DELL
001E52	Apple
001E58	D-Link
001E64	Intel
001E65	Intel
001E67	Intel
001E73	ZTE
001E75	LG
001E7D	Samsung
001E8C	ASUS
001E8F	Canon
001EA3	Nokia
001EA4	Nokia
001EA9	Nintendo
001EB2	LG
001EC2	Apple
001EC9	DELL
001ECF	Philips
001EDC	SONY
001EE1	Samsung
001EE2	Samsung
001F00	Nokia
001F01	Nokia
001F29	HP
001F32	Nintendo
001F33	NETGEAR
001F3B	Intel
001F3C	Intel
001F5B	Apple
001F5C	Nokia
001F5D	Nokia
001F67	Hitachi
001F6B	LG
001F92	Motorola
001FA7	SONY
001FC5	Nintendo
001FC6	ASUS
001FCC	Samsung
001FCD	Samsung
001FCF	MSI
001FDE	Nokia
001FDF	Nokia
001FE3	LG
001FE4	SONY
001FF3	Apple
001FF8	Siemens
002035	IBM
002075	Motorola
00207B	Intel
00209F	Mercury
0020D9	Panasonic
002108	Nokia
002109	Nokia
002119	Samsung
002127	TP-LINK
002147	Nintendo
00214C	Samsung
00215A	HP
00215C	Intel
00215D	Intel
00215E	IBM
00216A	Intel
00216B	Intel
002170	DELL
002185	MSI
002191	D-Link
00219B	DELL
00219E	SONY
0021AA	Nokia
0021AB	Nokia
0021BA	TI
0021BD	Nintendo
0021BF	Hitachi
0021D1	Samsung
0021D2	Samsung
0021E9	Apple
0021FB	LG
0021FC	Nokia
0021FE	Nokia
002200	IBM
002215	ASUS
002219	DELL
00223F	NETGEAR
002241	Apple
002248	Microsoft
00224C	Nintendo
002264	HP
002265	Nokia
002266	Nokia
002293	ZTE
002298	SONY
0022A1	Huawei
0022A5	TI
0022A6	SONY
0022A9	LG
0022AA	Nintendo
0022B0	D-Link
0022D7	Nintendo
0022FA	Intel
0022FB	Intel
0022FC	Nokia
0022FD	Nokia
002312	Apple
002314	Intel
002315	Intel
002318	Toshiba
002326	Fujitsu
002331	Nintendo
002332	Apple
002339	Samsung
00233A	Samsung
002345	SONY
002354	ASUS
00236C	Apple
002376	HTC
00237D	HP
002389	H3C
002399	Samsung
0023AE	DELL
0023B4	Nokia
0023C2	Samsung
0023CC	Nintendo
0023CD	TP-LINK
0023D4	TI
0023D6	Samsung
0023D7	Samsung
0023DF	Apple
0023F1	SONY
002401	D-Link
002403	Nokia
002404	Nokia
00241E	Nintendo
002421	MSI
002436	Apple
002437	Motorola
002444	Nintendo
002454	Samsung
00246C	Aruba
00247C	Nokia
00247D	Nokia
002481	HP
002483	LG
00248C	ASUS
00248D	SONY
002490	Samsung
002491	Samsung
002492	Motorola
0024B2	NETGEAR
0024BA	TI
0024BE	SONY
0024D6	Intel
0024D7	Intel
0024E8	DELL
0024E9	Samsung
0024EF	SONY
0024F3	Nintendo
002500	Apple
002503	IBM
002512	ZTE
00251B	Philips
002538	Samsung
002547	Nokia
002548	Nokia
00254B	Apple
002564	DELL
002566	Samsung
002567	Samsung
002568	Huawei
002586	TP-LINK
00259E	Huawei
0025A0	Nintendo
0025AE	Microsoft
0025B3	HP
0025BC	Apple
0025BD	DELL
0025CF	Nokia
0025D0	Nokia
0025E5	LG
0025E7	SONY
002608	Apple
00260D	Mercury
002618	ASUS
002637	Samsung
00264A	Apple
002655	HP
002659	Nintendo
00265A	D-Link
00265D	Samsung
00265F	Samsung
002668	Nokia
002669	Nokia
0026AB	EPSON
0026B0	Apple
0026B9	DELL
0026BB	Apple
0026C6	Intel
0026C7	Intel
0026CC	Nokia
0026E2	LG
0026ED	ZTE
0026F2	NETGEAR
002709	Nintendo
00270E	Intel
002710	Intel
002719	TP-LINK
00271C	Mercury
0028F8	Intel
002EC7	Huawei
003005	Fujitsu
003065	Apple
00306E	HP
0030C1	HP
0030C4	Canon
003192	TP-LINK
0034DA	LG
0034FE	Huawei
0035FF	TI
003DE1	Huawei
003DE8	LG
003EE1	Apple
004043	Nokia
004238	Intel
00464B	Huawei
004A77	ZTE
004BF3	Mercury
004E01	DELL
004E35	HP
004F1A	Huawei
005007	Siemens
005009	Philips
005040	Panasonic
005076	IBM
00508B	HP
0050BA	D-Link
0050C2003	Microsoft
0050C23F3	Hitachi
0050C28F2	Schneider
0050C29D8	Samsung
0050C2D2C	Schneider
0050C2E6C	Samsung
0050C2F1E	DELL
0050CE	LG
0050E4	Apple
0050F2	Microsoft
0051ED	LG
0056CD	Apple
0057C1	LG
005907	Lenovo
005A13	Huawei
005A39	FAST
005B94	Apple
005C86	FAST
005F67	TP-LINK
005FBF	Toshiba
006048	DELL
006067	Acer
006094	IBM
0060B0	HP
0060CB	Hitachi
0060E8	Hitachi
006151	Huawei
006171	Apple
00620B	Broadcom
006619	Huawei
00664B	Huawei
00682B	Huawei
0068EB	HP
006B6F	Huawei
006D52	Apple
006F64	Samsung
007147	Amazon
007204	Samsung
007263	netcore
0073E0	Samsung
0077E4	Nokia
007C2D	Samsung
007D60	Apple
00805F	HP
0080A0	HP
0080B6	Mercury
0080BC	Hitachi
0080C8	D-Link
0080F0	Panasonic
0081F9	TI
008701	Samsung
008865	Apple
008A55	Huawei
008A76	Apple
008EF2	NETGEAR
009020	Philips
009027	Intel
00902F	netcore
00903E	Philips
009040	Siemens
00919E	Intel
009337	Intel
0094EC	Huawei
00991D	Huawei
009ACD	Huawei
009C02	HP
009EC8	Xiaomi
00A003	Siemens
00A040	Apple
00A060	Acer
00A077	Fujitsu
00A0BF	Motorola
00A0C9	Intel
00A0CA	Fujitsu
00A45F	Huawei
00A554	Intel
00AA00	Intel
00AA01	Intel
00AA02	Intel
00AA70	LG
00AD24	D-Link
00ADD5	Huawei
00B0D0	DELL
00B362	Apple
00B5D0	Samsung
00B8B6	Motorola
00BB1C	Huawei
00BB3A	Amazon
00BB60	Intel
00BBC1	Canon
00BD3A	Nokia
00BE3B	Huawei
00BE43	DELL
00BED5	H3C
00BF61	Samsung
00C04F	DELL
00C08F	Panasonic
00C0E4	Siemens
00C2C6	Intel
00C30A	Xiaomi
00C3F4	Samsung
00C610	Apple
00CDFE	Apple
00D060	Panasonic
00D0B7	Intel
00D0DE	Philips
00D0F6	Nokia
00D49E	Intel
00D76D	Intel
00D861	MSI
00D8A2	Huawei
00D9D1	SONY
00DB70	Apple
00DBDF	Intel
00DDB6	H3C
00E000	Fujitsu
00E003	Nokia
00E00C	Motorola
00E018	ASUS
00E04C	REALTEK
00E064	Samsung
00E091	LG
00E0FC	Huawei
00E18C	Intel
00E3B2	Samsung
00E406	Huawei
00E421	SONY
00E7E3	ZTE
00EB2D	SONY
00EC0A	Xiaomi
00EEBD	HTC
00F361	Amazon
00F39F	Apple
00F46F	Samsung
00F4B9	Apple
00F620	Google
00F76F	Apple
00F81C	Huawei
00FA21	Samsung
00FC8B	Amazon
00FD45	HP
04021F	Huawei
0403D6	Nintendo
040973	HP
040CCE	Apple
040E3C	HP
04106B	Xiaomi
041552	Apple
04180F	Samsung
041B6D	LG
041BBA	Samsung
041DC7	ZTE
041E64	Apple
042084	ZTE
04209A	Panasonic
0425C5	Huawei
0425F0	Nokia
042665	Apple
042728	Microsoft
042758	Huawei
04292E	Samsung
043110	Inspur
043385	BlackShark
043389	Huawei
0433C2	Intel
0434F6	Motorola
0440A9	H3C
04421A	ASUS
04489A	Apple
04495D	Huawei
044A6C	Huawei
044BED	Apple
044EAF	LG
044F4C	Huawei
0452F3	Apple
045453	Apple
0456E5	Intel
045A95	Nokia
045D4B	SONY
0463D0	Huawei
046865	Apple
0469F8	Apple
046C59	Intel
047295	Apple
047503	Huawei
047970	Huawei
047975	Honor
0479B7	TI
047A0B	Xiaomi
047AAE	Huawei
047C16	MSI
04885F	Huawei
048C16	Huawei
048C9A	Huawei
048D38	netcore
049226	ASUS
049573	ZTE
0495E6	Tenda
0499B9	Apple
0499BB	Apple
049FCA	Huawei
04A151	NETGEAR
04A316	TI
04A82A	Nokia
04B0E7	Huawei
04B167	Xiaomi
04B1A1	Samsung
04B429	Samsung
04B9E3	Samsung
04BA1C	Huawei
04BA8D	Samsung
04BAD6	D-Link
04BD70	Huawei
04BD88	Aruba
04BDBF	Samsung
04C06F	Huawei
04C1D8	Huawei
04C23E	HTC
04C241	Nokia
04C807	Xiaomi
04CAED	Huawei
04CCBC	Huawei
04CE09	Skyworth
04CF4B	Intel
04CF8C	Xiaomi
04D13A	Xiaomi
04D395	Motorola
04D3B0	Intel
04D3B5	Huawei
04D3CF	Apple
04D4C4	ASUS
04D6AA	Samsung
04D7A5	H3C
04D9C8	Foxconn
04D9F5	ASUS
04DB56	Apple
04E451	TI
04E536	Apple
04E598	Xiaomi
04E795	Huawei
04E8B9	Intel
04EA56	Intel
04ECD8	Intel
04ED33	Intel
04EE03	TI
04F03E	Huawei
04F13E	Apple
04F169	Huawei
04F352	Huawei
04F7E4	Apple
04F938	Huawei
04FE31	Samsung
04FE8D	Huawei
04FF08	Huawei
080006	Siemens
080007	Apple
080009	HP
08001B	DELL
080023	Panasonic
080028	TI
080046	SONY
08005A	IBM
08006F	Philips
080205	Huawei
08028E	NETGEAR
0808C2	Samsung
081196	Intel
0812A5	Amazon
08152F	Samsung
0817F4	IBM
08181A	ZTE
0819A6	Huawei
081C6E	Xiaomi
081F71	TP-LINK
0821EF	Samsung
0823B2	vivo
082525	Xiaomi
082573	Apple
082CB6	Apple
082E36	Huawei
082E5F	HP
082FE9	Huawei
08318B	Huawei
0831A4	Huawei
0836C9	NETGEAR
08373D	Samsung
0838E6	Motorola
083A38	H3C
083D88	Samsung
083FBC	ZTE
0840F3	Tenda
08474C	Nokia
0847D0	Nokia
084ACF	OPPO
084F0A	Huawei
085104	Huawei
085700	TP-LINK
0857FB	Amazon
085A11	D-Link
085BD6	Intel
085C1B	Huawei
085DDD	Mercury
08606E	ASUS
086083	ZTE
086266	ASUS
086361	Huawei
086698	Apple
08688D	H3C
086AC5	Intel
086AE5	Amazon
086D41	Apple
087045	Apple
087190	Intel
087402	Apple
087808	Samsung
08798C	Huawei
087A4C	Huawei
087C39	Amazon
087F98	vivo
08849D	Amazon
0887C7	Apple
088C2C	Samsung
088E90	Intel
088EDC	Apple
089204	DELL
089356	Huawei
089734	HP
089AC7	ZTE
089BB9	Nokia
089C86	Nokia
089DF4	Intel
089E08	Google
089E84	Huawei
08A189	Hikvision
08A6BC	Amazon
08A842	Huawei
08AA55	Motorola
08AA89	ZTE
08AED6	Samsung
08B3AF	vivo
08B4B1	Google
08BD43	NETGEAR
08BFA0	Samsung
08C021	Huawei
08C06C	Huawei
08C5E1	Samsung
08C729	Apple
08CC27	Motorola
08D23E	Intel
08D40C	Intel
08D42B	Samsung
08D46A	LG
08E021	Honor
08E5DA	Fujitsu
08E63B	ZTE
08E689	Apple
08E7E5	Huawei
08E84F	Huawei
08EBF6	Huawei
08ECA9	Samsung
08EDED	Dahua
08EE8B	Samsung
08F1EA	HP
08F458	Huawei
08F4AB	Apple
08F606	ZTE
08F69C	Apple
08F8BC	Apple
08FA28	Huawei
08FA79	vivo
08FC88	Samsung
08FD0E	Samsung
08FF24	Skyworth
08FF44	Apple
0C02BD	Samsung
0C0E76	D-Link
0C1262	ZTE
0C1420	Samsung
0C1539	Apple
0C1773	Huawei
0C19F8	Apple
0C1C57	TI
0C1DAF	Xiaomi
0C20D3	vivo
0C29EF	DELL
0C2C54	Huawei
0C2FB0	Samsung
0C3021	Apple
0C31DC	Huawei
0C354F	Nokia
0C3747	ZTE
0C37DC	Huawei
0C3AFA	H3C
0C3B50	Apple
0C3E9F	Apple
0C413E	Microsoft
0C41E9	Huawei
0C43F9	Amazon
0C45BA	Huawei
0C47C9	Amazon
0C4885	LG
0C4B54	TP-LINK
0C4DE9	Apple
0C4F9B	Huawei
0C5101	Apple
0C5415	Intel
0C54B9	Nokia
0C6046	vivo
0C61CF	TI
0C704A	Huawei
0C715D	Samsung
0C722C	TP-LINK
0C72D9	ZTE
0C73EBD	D-Link
0C74C2	Apple
0C771A	Apple
0C7A15	Intel
0C7C28	Nokia
0C8063	TP-LINK
0C8268	TP-LINK
0C839A	Huawei
0C8408	Huawei
0C8910	Samsung
0C8BFD	Intel
0C8DCA	Samsung
0C8FFF	Huawei
0C9043	realme
0C9192	Intel
0C938F	OPPO
0C96BF	Huawei
0C96CD	Mercury
0C975F	Aruba
0C9838	Xiaomi
0C9A3C	Intel
0C9D92	ASUS
0CA8A7	Samsung
0CAE7D	TI
0CB2B7	TI
0CB319	Samsung
0CB527	Huawei
0CB6D2	D-Link
0CB789	Honor
0CBC9F	Apple
0CBEF1	Huawei
0CC413	Google
0CC66A	Nokia
0CC6CC	Huawei
0CC6FD	Xiaomi
0CCB85	Motorola
0CD292	Intel
0CD6BD	Huawei
0CD746	Apple
0CD86C	FAST
0CDA41	H3C
0CDD24	Intel
0CDDEF	Nokia
0CDFA4	Samsung
0CE0DC	Samsung
0CE441	Apple
0CE4A0	Huawei
0CE725	Microsoft
0CEC80	TI
0CEC8D	Motorola
0CEE99	Amazon
0CF346	Xiaomi
0CFE45	SONY
100020	Apple
10005A	IBM
100177	Huawei
1002B5	Intel
1005E1	Nokia
1007B6	Samsung
10082C	TI
1009F9	Amazon
100BA9	Intel
100C6B	NETGEAR
100D7F	NETGEAR
101081	ZTE
101212	vivo
1012FB	Hikvision
101965	H3C
101B54	Huawei
101C0C	Apple
101DC0	Samsung
101F74	HP
102407	Huawei
1027F5	TP-LINK
102959	Apple
1029AB	Samsung
102AB3	Xiaomi
102B41	Samsung
102EAF	TI
102F6B	Microsoft
103025	Apple
103047	Samsung
10321D	Huawei
10327E	Huawei
103917	Samsung
103B59	Samsung
103C59	ZTE
103D1C	Intel
103F44	Xiaomi
1040F3	Apple
10417F	Apple
104400	Huawei
104738	Nokia
104780	Huawei
104A7D	Intel
104F58	Aruba
104FA8	SONY
105107	Intel
105172	Huawei
1055E4	Skyworth
105DDC	Huawei
10604B	HP
1062E5	HP
1062EB	D-Link
10634B	Mercury
106530	DELL
10683F	LG
107100	Huawei
10746F	Motorola
1077B1	Samsung
107B44	ASUS
107BCE	Nokia
107D1A	DELL
1082D7	realme
1089FB	Samsung
108EE0	Samsung
108FFE	Huawei
109266	Samsung
1093E9	Apple
1094BB	Apple
109693	Amazon
109836	DELL
109ADD	Apple
109D7A	Huawei
109E3A	Tmall
10A4B9	Baidu
10A4DA	Huawei
10A51D	Intel
10B1F8	Huawei
10B9C4	Apple
10BC97	vivo
10BEF5	D-Link
10BF48	ASUS
10C172	Huawei
10C37B	ASUS
10C3AB	Huawei
10C595	Lenovo
10C61F	Huawei
10CE02	Amazon
10CEA9	TI
10CEE9	Apple
10D0AB	ZTE
10D38A	Samsung
10D542	Samsung
10DA43	NETGEAR
10DA49	Huawei
10DDB1	Apple
10DFFC	Siemens
10E4C2	Samsung
10E7C6	HP
10E878	Nokia
10E953	Huawei
10EC81	Samsung
10F005	Intel
10F1F2	LG
10F605	realme
10F60A	Intel
10F681	vivo
10F96F	LG
10F9EE	Nokia
10FEED	TP-LINK
14007D	ZTE
140152	Samsung
1402EC	HP
1409B4	ZTE
1409DC	Huawei
140AC5	Amazon
140F42	Nokia
14109F	Apple
14115D	Skyworth
141346	Skyworth
1413FB	Huawei
141877	DELL
1418C3	Intel
141AA3	Motorola
141F78	Samsung
14205E	Apple
14223B	Google
14230A	Huawei
142D4D	Apple
143004	Huawei
1430C6	Motorola
1432D1	Samsung
143605	Nokia
1436C6	Lenovo
143CC3	Huawei
143E60	Nokia
143EBF	ZTE
143FA6	SONY
1442FC	TI
144658	Huawei
14472D	OPPO
144920	Huawei
1449E0	Samsung
144F8A	Intel
145120	Huawei
14517E	H3C
145594	Huawei
14563A	Huawei
14568E	Samsung
14579F	Huawei
1458D0	HP
1459C0	NETGEAR
145A05	Apple
145E69	OPPO
145F94	Huawei
146080	ZTE
1460CB	Apple
146B9A	ZTE
14755B	Intel
147590	TP-LINK
147740	Huawei
147BAC	Nokia
147DDA	Apple
14857F	Intel
148692	TP-LINK
14876A	Apple
1488E6	Apple
1489CB	Huawei
1489FD	Samsung
148C4A	Huawei
148FC6	Apple
149138	Amazon
14946C	Apple
1495CE	Apple
1496E5	Samsung
149877	Apple
1499E2	Apple
149A10	Microsoft
149BF3	OPPO
149D09	Huawei
149D99	Apple
149ECF	DELL
149F3C	Samsung
149FE8	Lenovo
14A0F8	Huawei
14A32F	Huawei
14A364	Samsung
14A3B4	Huawei
14A51A	Huawei
14A78B	Dahua
14AB02	Huawei
14ABC5	Intel
14AE857	Honor
14B31F	DELL
14B484	Samsung
14B968	Huawei
14BB6E	Samsung
14BD61	Apple
14C126	Nokia
14C14E	Google
14C213	Apple
14C697	OPPO
14C88B	Apple
14C913	LG
14CB19	HP
14CB65	Microsoft
14CC20	TP-LINK
14CF92	TP-LINK
14D00D	Apple
14D11F	Huawei
14D169	Huawei
14D19E	Apple
14D64D	D-Link
14DAE9	ASUS
14DD9C	vivo
14DDA9	ASUS
14DE39	Huawei
14E6E4	TP-LINK
14EB08	Huawei
14EBB6	TP-LINK
14F287	Apple
14F42A	Samsung
14F65A	Xiaomi
14F6D8	Intel
14FB70	Huawei
14FEB5	DELL
18002D	SONY
1801F1	Xiaomi
18022D	Huawei
1802AE	vivo
180373	DELL
1804ED	TI
1806FF	Acer
180CAC	Canon
180EAC	FAST
180F76	D-Link
18132D	ZTE
181456	Nokia
18146C	Tmall
1816C9	Samsung
18188B	Fujitsu
1819D6	Samsung
181DEA	Intel
181EB0	Samsung
182032	Apple
182195	Samsung
18227E	Samsung
182649	Intel
182666	Samsung
182A57	Huawei
182A7B	Nintendo
1831BF	ASUS
183451	Apple
183A2D	Samsung
183CB7	Huawei
183D5E	Huawei
183DA2	Intel
183EEF	Apple
183F47	Samsung
1844E6	ZTE
184516	TI
184617	Samsung
1848BE	Amazon
184E16	Samsung
184ECB	Samsung
185345	Nokia
1854CF	Samsung
1855E3	Apple
185644	Huawei
185680	Intel
1856C3	Apple
185936	Xiaomi
185A58	DELL
185B00	Nokia
185BB3	Samsung
185E0B	ZTE
185E0F	Intel
186024	HP
1862E4	TI
186472	Aruba
186590	Apple
1866DA	DELL
1867B0	Samsung
18686A	ZTE
1868CB	Hikvision
1869D4	Samsung
18703B	Huawei
18742E	Amazon
187A3B	Aruba
187EB9	Apple
18810E	Apple
188331	Samsung
1886AC	Nokia
188740	Xiaomi
188796	HTC
18895B	Samsung
1893D7	TI
189E2C	Huawei
189EFC	Apple
18A6F7	TP-LINK
18A905	HP
18A99B	DELL
18AA0F	Huawei
18AA1E	Skyworth
18AB1D	Samsung
18AEBB	Siemens
18AF61	Apple
18AF8F	Apple
18BB1C	Huawei
18BB41	Huawei
18BC5A	Tmall
18BFB3	Samsung
18C007	Huawei
18C086	Broadcom
18C300	Nokia
18C58A	Huawei
18CC18	Intel
18CC88	Hitachi
18CE94	Samsung
18CF24	Huawei
18D0C5	OPPO
18D276	Huawei
18D6C7	TP-LINK
18D717	OPPO
18D98F	Huawei
18DBF2	DELL
18DED7	Huawei
18E215	Nokia
18E29F	vivo
18E2C2	Samsung
18E777	vivo
18E7B0	Apple
18E7F4	Apple
18E91D	Huawei
18EE69	Apple
18F0E4	Xiaomi
18F1D8	Apple
18F22C	TP-LINK
18F643	Apple
18FB7B	DELL
18FF0F	Intel
1C0219	OPPO
1C08C1	LG
1C0D7D	Apple
1C12B0	Amazon
1C1386	Huawei
1C151F	Huawei
1C1AC0	Apple
1C1ADF	Microsoft
1C1BB5	Intel
1C1D67	Huawei
1C1FF1	Huawei
1C20DB	Huawei
1C21D1A	LG
1C232C	Samsung
1C2704	ZTE
1C28AF	Aruba
1C2A8B	Nokia
1C36BB	Apple
1C3ADE	Samsung
1C3BF3	TP-LINK
1C3CD4	Huawei
1C3D2F	Huawei
1C4024	DELL
1C427D	OPPO
1C4363	Huawei
1C4419	TP-LINK
1C4586	Nintendo
1C4593	TI
1C472F	Huawei
1C48CE	OPPO
1C4D66	Amazon
1C4D70	Intel
1C53F9	Google
1C56FE	Motorola
1C57DC	Apple
1C599B	Huawei
1C5A3E	Samsung
1C5A6B	Philips
1C5CF2	Apple
1C5F2B	D-Link
1C60DE	Mercury
1C61B4	TP-LINK
1C62B8	Samsung
1C66AA	Samsung
1C6758	Huawei
1C7125	Apple
1C721D	DELL
1C73E2	Huawei
1C76F2	Samsung
1C77F6	OPPO
1C7B21	SONY
1C7EE5	D-Link
1C7F2C	Huawei
1C869A	Samsung
1C872C	ASUS
1C87740	Philips
1C8776D	vivo
1C880C	Skyworth
1C88798	Toshiba
1C8E5C	Huawei
1C9148	Apple
1C9180	Apple
1C93C4	Amazon
1C98EC	HP
1C9957	Intel
1C9E46	Apple
1CA0B8	Foxconn
1CA681	Huawei
1CAB34	H3C
1CABA7	Apple
1CAECB	Huawei
1CAF05	Samsung
1CAF4A	Samsung
1CAFF7	D-Link
1CB094	HTC
1CB3C9	Apple
1CB72C	ASUS
1CB796	Huawei
1CBA8C	TI
1CBDB9	D-Link
1CC10C	Intel
1CC1DE	HP
1CC3EB	OPPO
1CCCD6	Xiaomi
1CD107	realme
1CDA27	vivo
1CDDEA	OPPO
1CDF52	TI
1CE2CC	TI
